Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
15/03/2021 09:05:24,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2017,TUIUTI-PR,Não participei,,,,0,Não,2,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Masculino,160,65,12/02/1973,Autônomo,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,30,3,"Cachorro, Coelho",Outro,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Não,Sim,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou muito,Estudei mais que o normal,Afetou muito,Não sei dizer,Sim,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
15/03/2021 09:05:37,UNILA,,Mestrado Acadêmico,Ciências Exatas,2018,UDC- Dinamica,Iniciação científica,,,,0,DS-UNILA,1,5,Não,Excel ou similares,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,172,74,12/03/1996,Bolsista em tempo integral,Com os pais,0,Interior do Paraná,A e B (moto e carro),Transporte público,90,5,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,Muay thai,Não,Sim,Não,Sim,Não,"Uso de álcool em gel, Vacinação","Uso de máscaras, Uso de álcool em gel",Afetou moderadamente,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Sim,,29,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
15/03/2021 09:09:35,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2018,UFRGS,"Iniciação científica, Monitoria, Projeto de extensão",,,,5,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,95,09/04/1989,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Outro Estado,A e B (moto e carro),Carro/moto próprio,40,2,"Cachorro, Gato",Não toco nenhum instrumento,"Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,Afetou muito,Sim,Não,Não se dizer,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
15/03/2021 09:14:30,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2014,UFPR,Não participei,2018,2020,UFPR,0,Não,1,1,Não,Nunca usei,Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,167,66,14/04/1987,pesquisador voluntário,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,B (carro),Carro/moto próprio,15,2,Cachorro,Violão,"Facebook, Linkedin",Sim,6,"Caminhada, Corrida",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",32
15/03/2021 09:18:41,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2018,UFPI,"Iniciação científica, Monitoria",2019,2021,UFPR,0,CAPES,1,8,Sim,"R, Excel ou similares, Matlab, Bibliotecas python (Matplotlib, Seaborn)",Certamente sim,10,"Não sei se vou conseguir concluir porque não tenho bolsa, atualmente já procuro emprego",Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,177,61,24/11/1995,Bolsista em tempo integral,Com outros familiares,4,Outro Estado,A e B (moto e carro),Bicicleta,10,3,Não possuo,"Violão, Guitarra","Facebook, Instagram, Outras",Sim,3,Musculação,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou muito,Sim,Sim,Sim,,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
15/03/2021 09:25:42,Não sou aluno de pós graduação,SD - Saúde,Pretendo doutorado,Ciências Biológicas,2009,Ufpr,Projeto de extensão,2016,2018,UFPR,1,Não,1,2,Não,Excel ou similares,Não sei ainda,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,167,100,21/11/2020,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,B (carro),Carro/moto próprio,60,10,Não possuo,Não toco nenhum instrumento,Linkedin,Sim,3,Musculação,Sim,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Vacinação",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Não,,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
15/03/2021 09:26:37,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2015,UNIGUAÇU,Não participei,2018,2020,UFSC,3,CAPES,1,1,Sim,"R, Statistica, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,180,75,09/11/1992,Bolsista em tempo integral,Com os pais,0,Outro Estado,A e B (moto e carro),A pé,15,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,3,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei mais que o normal,Não afetou,Sim,Sim,Sim,,19,"A da esquerda se chama Kiki, a da direita se chama Bouba.",19
15/03/2021 09:28:54,UFPR,SA - Sociais Aplicadas,Mestrado Profissional,Ciências Exatas,2013,UFPR,Revista,,,,0,Não,1,2,Sim,"Excel ou similares, Stata",Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Sim,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,165,54,06/04/1991,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,A e B (moto e carro),Carro/moto próprio,25,1,Cachorro,Piano,"Instagram, Linkedin",Sim,4,"Corrida, Ciclismo, Musculação, Skateboarding ",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Não se dizer,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
15/03/2021 09:40:09,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2017,UFPR,"Iniciação científica, Monitoria",2017,2020,UFPR,1,Não,3,1,Sim,"Excel ou similares, Matlab, Python (Pandas); C++ (Armadillo)",Certamente sim,7,Conseguir um emprego.,Site do PPGCG,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,173,62,30/03/1994,Trabalho ocasional,Com amigos,1,Interior do Paraná,A e B (moto e carro),Bicicleta,5,10,Cachorro,"Violão, Contrabaixo, Outro","Facebook, Twitter, Instagram",Sim,6,Ciclismo,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,,Não sei dizer,Não,Não,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
15/03/2021 09:41:49,UTFPR,,Doutorado,Ciências Biológicas,1999,UFRRJ,"Iniciação científica, Projeto de extensão",2009,2011,UFSC,4,Não,2,12,Sim,Excel ou similares,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,162,81,12/01/1976,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,A e B (moto e carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,19,"A da esquerda se chama Bouba, a da direita se chama Kiki.",35
15/03/2021 09:42:51,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,2,Não,0,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,162,42,14/10/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,B (carro),A pé,15,0,Não possuo,"Violão, Piano",Nenhuma,Sim,2,"Caminhada, Musculação, Pilates",Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,,Sim,Não,Não se dizer,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
15/03/2021 09:44:28,UTFPR,,Mestrado Acadêmico,Ciências Exatas,2018,utfpr,"Monitoria, Projeto de extensão, pibid",,2022,utfpr,0,Não,1,4,Sim,R,Definitivamente não,5,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,70,05/08/1989,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,5,Outro Estado,Não,Transporte público,60,8,Cachorro,Outro,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou muito,Sim,Não,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
15/03/2021 09:48:42,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2002,UNOPAR,Não participei,2012,2014,UEM,2,Não,1,0,Sim,SPSS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,74,26/09/1976,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Superior à B,Carro/moto próprio,20,0,Gato,Não toco nenhum instrumento,"Google+, Instagram",Sim,4,"Corrida, Ciclismo, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie)","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Tratamento precoce (de qualquer espécie)",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Não,Sim,,20,"A da esquerda se chama Bouba, a da direita se chama Kiki.",28
15/03/2021 09:54:26,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2020,UFPR,"Iniciação científica, Projeto de extensão",,,,0,Não,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,63,21/08/1997,SEM EMPREGO,Com os pais,1,Região metropolitana,B (carro),Transporte público,60,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou moderadamente,Estudei menos que o normal,,Não sei dizer,Sim,Não,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
15/03/2021 09:54:41,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2016,UP,"Monitoria, Projeto de extensão",,,,0,CAPES,1,0,Sim,"Excel ou similares, Matlab",Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,174,80,06/07/1994,Bolsista em tempo integral,Com os pais,1,Região metropolitana,B (carro),Carro/moto próprio,40,0,Cachorro,Teclado,"Facebook, Instagram, Linkedin",Sim,3,Natação,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Não,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
15/03/2021 09:54:42,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2020,UFPR,"Iniciação científica, Projeto de extensão",,,,0,Não,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,63,21/08/1997,SEM EMPREGO,Com os pais,1,Região metropolitana,B (carro),Transporte público,60,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou moderadamente,Estudei menos que o normal,,Não sei dizer,Sim,Não,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
15/03/2021 10:00:38,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2013,UTP,"Iniciação científica, Monitoria",2014,2016,UFPR,3,Não,2,14,Sim,"R, Minitab, Excel ou similares, Matlab",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,190,100,05/10/1988,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Curitiba,A e B (moto e carro),Carro/moto próprio,15,0,Cachorro,"Violão, Guitarra, Outro","Facebook, Google+, Instagram",Sim,3,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel","Uso de máscaras, Uso de álcool em gel",Afetou moderadamente,Estudei mais que o normal,Afetou pouco,Sim,Não,Sim,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",39
15/03/2021 10:07:54,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Biológicas,2018,UNICENTRO,"Iniciação científica, PET, Monitoria",,2023,UFPR,1,Não,2,1,Sim,"R, Minitab, Statistica, Excel ou similares",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Por colegas,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,155,58,19/04/1994,Trabalho por contrato,Com outros familiares,4,Interior do Paraná,Não,Transporte público,45,4,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,"Musculação, Yoga",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou moderadamente,Não sei dizer,Sim,Não se dizer,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",42
15/03/2021 10:11:57,UFPR,BL - Ciências Biológiccas,Pós-Doutorado,Ciências Biológicas,1992,UFPR,Não participei,1998,2000,UFPR,6,Não,1,1,Sim,"R, Excel ou similares, BioEstat, PAST",Certamente sim,10,todas as anteriores,Site da UFPR ou instituição de origem,Não,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,181,95,11/12/1966,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,B (carro),Transporte público,60,0,"Cachorro, Tartaruga",Não toco nenhum instrumento,"Linkedin, Outras",Sim,7,Caminhada,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Tratamento precoce (de qualquer espécie), Isolamento social",Afetou muito,Estudei menos que o normal,Afetou pouco,Não sei dizer,Sim,Sim,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
15/03/2021 10:13:05,Não sou aluno de pós graduação,SD - Saúde,Pós-Doutorado,Ciências Biológicas,2006,UEPG,"Iniciação científica, Monitoria",2008,2010,UEPG,57,Fundação Araucária,0,27,Sim,SPSS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,69,23/12/1983,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,B (carro),Carro/moto próprio,8,0,Peixe,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei menos que o normal,Afetou pouco,Sim,Não sei dizer,Não se dizer,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
